Song-Name,Singer/Artists,Genre,Album/Movie,User-Rating
Mar Jaava,"Merchant, Shruti Pathak",Bollywood Sensual,Faraar,9.5
Koi Jaye To Le Aaye,"Alka Yagnik, Anu Malik, Shankar Mahadevan",Bollywood Dance,Ghatak,9.0
Tumhi Dekho Naa,"Alka Yagnik, Sonu Nigam",Bollywood Romantic,Kabhi Alvida Naa Kehna,9.7
Sau Dard,"Sonu Nigam, Suzanne",Bollywood Sad,Jaan-E-Mann,9.6
Piya Milenge,Sukhwinder Singh,Bollywood Sad,Raanjhanna,9.4
Chandan Sa Badan,Mukesh,Bollywood Romantic,Saraswatichandra,9.1
Kyun (Duet),"Shaan, Shreya Ghoshal",Bollywood Sad,Kambakkht Ishq,9.4
Alcoholic,Yo Yo Honey Singh,Bollywood Dance,The Shaukeens,9.2
Jis Gali Mein Tera Ghar,Mukesh,Bollywood Romantic,Kati Patang,8.9
Kurbaan Hua,Vishal Dadlani,Bollywood Dance,Kurbaan,9.7
Nagada Nagada,"Javed Ali, Sonu Nigam",Bollywood Dance,Jab We Met,9.2
Main Tujhse Pyaar Nahin Karta,Papon,Bollywood Sad,Baby,9.4
Ishq Tera,"Shreya Ghoshal, Sonu Nigam",Bollywood Romantic,Ishq Tera,9.4
Oh Jaaniya,"Raj Pandit, Salim Merchant, Shreya Ghoshal",Bollywood Romantic,Wedding Pullav,9.6
Jab Kisiki Taraf Dil,Kumar Sanu,Bollywood Romantic,Pyaar To Hona Hi Tha,9.3
Aye Meri Zindagi – Male Version,"Shreya Ghoshal, Udit Narayan",Bollywood Sad,Saaya,9.1
Jiya Lage Na,"Ravindra Upadhyay, Sona Mohapatra",Bollywood Romantic,Talaash,9.3
Paas Woh Aane Lage,"Alka Yagnik, Kumar Sanu",Bollywood Romantic,Main Khiladi Tu Anari,8.8
Jaane Tere Shehar Ka,Vipin Aneja,Bollywood,Jazbaa,9.7
Pee Paa Pee Paa,Diljit Dosanjh,Bollywood Dance,Tere Naal Love Ho Gaya,9.4
Ada,Sonu Nigam,Bollywood Dance,Garam Masala,9.3
Chupke Chupke Ghoor Na Mujhko,"Anu Malik, Udit Narayan, Vinod Rathod",Bollywood,The Gambler,8.0
Pag Ghungaru Bandh,Kishore Kumar,Bollywood Dance,Namak Halaal,8.5
Dekho Zara Kaise Balkhake Chali,Gurdas Maan,Bollywood Dance,Sirf Tum,8.0
Aap Ki Kashish,Himesh Reshammiya,Bollywood Romantic,Aashiq Banaya Aapne,9.4
Happy Budday,"Shankar Mahadevan, Sukhwinder Singh",Bollywood Dance,Kill Dil,9.2
Hudd Hudd Dabangg,"Sukhwinder Singh, Wajid",Bollywood Dance,Dabangg,9.1
Bhool Bhulaiyaa,Neeraj Shridhar,Bollywood Dance,Bhool Bhulaiyaa,9.3
Tere Mast Mast Do Nain,"Rahat Fateh Ali Khan, Shreya Ghoshal",Bollywood Romantic,Dabangg,9.0
Jai Ho Tiltle Song,"Armaan Malik, Wajid",Bollywood Dance,Jai Ho,9.2
High Heels Te Nachche (Remix),"Aditi Singh Sharma, Jaz Dhami, Meet Bros",Bollywood Dance,Ki & Ka,8.9
Zinda,Sunidhi Chauhan,Bollywood,Naam Shabana,9.6
Shukran Allah,"Salim Merchant, Shreya Ghoshal, Sonu Nigam",Bollywood Romantic,Kurbaan,9.6
Tere Naina,"Shankar Mahadevan, Shreya Ghoshal",Bollywood Romantic,Chandni Chowk To China,9.6
Mere Mehboob Qayamat Hogi,Kishore Kumar,Bollywood Sad,Mr.X In Bombay,9.1
Saad Shukrana,Ankit Tiwari,Bollywood Romantic,Mr. X,9.4
Honeymoon Ki Raat,Sunidhi Chauhan,Bollywood Dance,The Dirty Picture,8.5
Sadda Dil Vi Tu,Hard Kaur,Bollywood Dance,ABCD - Any Body Can Dance,8.9
Yeh Jo Halki Halki Khumariya,Rahat Fateh Ali Khan,Bollywood Romantic,Son of Sardaar,9.2
Aye Khuda,"Kshitij Tarey, Mithoon, Saim Bhat",Bollywood Sad,Murder 2,9.3
Main Hoon Na,Abhijeet,Bollywood Sad,Main Hoon Na,9.5
Hum To Tere Aashiq Hain,"Lata Mangeshkar, Mukesh",Bollywood Romantic,Farz,8.4
Jugnu Ki Payal,"Shaswati, Zubeen Garg",Bollywood Dance,Aan - Men At Work,8.3
Woh Ladki Bahut Yaad Aati,"Alka Yagnik, Kumar Sanu",Bollywood,Qayamat,8.3
Jai Mata Di,"Alamgir Khan, Javed Ali",Bollywood Devotional,Nanu Ki Jaanu,8.9
Mera Piya Ghar Aaya,Kavita Krishnamurthy,Bollywood Dance,Yaraana,8.9
Khushiyon Ka Din Aaya Hai,Anuradha Paudwal,Bollywood Dance,Beta,8.4
Sooraj Ki Baahon Mein,"Clinton Cerejo, D Cerejo, Loy Mendonsa",Bollywood Dance,Zindagi Na Milegi Dobara,9.5
Kuch Toh Hua Hai,Ankit Tiwari,Bollywood Romantic,Singham Returns,9.3
Rabba Main Toh Mar Gaya Oye,Shahid Mallya,Bollywood Romantic,Mausam,9.6
Theher Ja (Remix),Armaan Malik,Bollywood Romantic,October,9.4
Jiya Maine Jiya,"Alka Yagnik, Udit Narayan",Bollywood Romantic,Khushi,9.2
Kuch To Hua Hai,"Alka Yagnik, Shaan",Bollywood Dance,Kal Ho Naa Ho,9.6
Angelina,Sonu Nigam,Bollywood Romantic,Baa Baaa Black Sheep,8.2
Dhoom Again,"Dominique Crezo, Vishal Dadlani",Bollywood Dance,Dhoom 2,9.5
Dhinka Chika (Remix),"Amrita Kak, Mika Singh",Bollywood Dance,Ready,8.5
Tu Milade,Ankit Tiwari,Bollywood Dance,All is Well,9.3
Thoda Thoda Pyar,Sunidhi Chauhan,Bollywood Dance,Love Aj Kal,9.2
O Mere Raja,"Asha Bhosle, Kishore Kumar",Bollywood Dance,Johny Mera Naam,8.5
Gela Gela Gela,"Adnan Sami, Sunidhi Chauhan",Bollywood Dance,Aitraaz,9.3
Ik Tu Hi Tu Hi,Hans Raj Hans,Bollywood Devotional,Mausam,9.5
Sultan (Mashup),Multiple,Bollywood Dance,Sultan,8.7
Kitni Hasrat Hain Humein,"Kumar Sanu, Sadhana Sargam",Bollywood Romantic,Sainik,8.8
Aa Jaana Aa Jaana,"Alka Yagnik, Kumar Sanu",Bollywood Romantic,Coolie No. 1,8.6
Har Dil Jo Pyar Karega,"Lata Mangeshkar, Mahendra Kapoor, Mukesh",Bollywood Dance,Sangam,8.7
Har Dil Jo Pyar Karega,"Lata Mangeshkar, Mahendra Kapoor, Mukesh",Bollywood Dance,Sangam,8.7
Morey Piya,Udit Narayan,Bollywood Romantic,Devdas,9.1
Kate Nahin Kat Te,"Alisha Chinai, Kishore Kumar",Bollywood Romantic,Mr. India,8.9
Tu,Kumar Sanu,Bollywood,Dum Laga Ke Haisha,9.5
Mujhse Huee Bas Yeh,Alka Yagnik,Bollywood Sad,Ishq Vishk,9.6
Nakhriley,"Ali Zafar, Gulzar, Mahalakshmi Iyer, Shankar Mahadevan",Bollywood Dance,Kill Dil,9.3
Tandoori Nights,"Himesh Reshammiya, Sunidhi Chauhan",Bollywood Dance,Karzzz,8.8
Kya Raaz Hai,"Shreya Ghoshal, Zubeen Garg",Bollywood Dance,Raaz 3,9.0
Tum Toh Dhokabaaz Ho,"Alka Yagnik, Kumar Sanu",Bollywood,Saajan Chale Sasural,9.0
Lucky Boy,"Hard Kaur, Raja Hassan, Sunidhi Chauhan",Bollywood Dance,Bachna Ae Haseeno,9.4
Aye Manya,"Adnan Sami, Shaan",Bollywood Dance,Shootout at Wadala,9.2
Ladki Hai Ya Shola,"Kishore Kumar, Lata Mangeshkar",Bollywood Dance,Silsila,8.5
Yeh Mera Dil Yaar Ka Diwana,Asha Bhosle,Bollywood Dance,Don,8.8
Babuji Zara Dheere Chalo,Sonu Kakkar,Bollywood Dance,Dum,9.2
Aankhon Aankhon (Remix),Yo Yo Honey Singh,Bollywood Dance,Bhaag Johnny,9.2
Ek Duje Ke Vaaste,"Hariharan, Lata Mangeshkar",Bollywood Romantic,Dil Toh Pagal Hai,9.1
Hey Ya I See You Walking,"Loy Mendonsa, Shankar Mahadevan",Bollywood Dance,Karthik Calling Karthik,9.5
More Haji Piya,Amjad Farid Sabri,Bollywood Devotional,Halla Bol,8.9
Tere Mere Beech Mein,"Mohit Chauhan, Sunidhi Chauhan",Bollywood Romantic,Shuddh Desi Romance,8.6
Ye Ladki Nahin Banaras Ka Paan,"Bela Sulakhe, Sonu Nigam",Bollywood Dance,Khullam Khulla Pyaar Karen,8.4
Kai Baar Yun Bhi Dekha Hai,Mukesh,Bollywood Romantic,Rajnigandha,9.2
Pakeezah,Gulraj Singh,Bollywood,Ungli,9.5
Dam Bhar Jo Udhar Munh Phere,"Lata Mangeshkar, Mukesh",Bollywood Dance,Awaara,8.6
Bade Armanon Se,"Lata Mangeshkar, Mukesh",Bollywood Dance,Malhar,8.6
Challa Chaap Chunariya,Rekha Bhardwaj,Bollywood,Daas Dev,7.9
Chal Akela Chal Akela,Mukesh,Bollywood Dance,Sambandh,8.7
De De Pyaar De,Kishore Kumar,Bollywood Dance,Sharaabi,8.8
Behti Hawa Sa Tha Woh,"Shaan, Shantanu Moitra",Bollywood Sad,3 Idiots,9.4
Dil Ye Dancer Ho Gaya,Atif Aslam,Bollywood,Actor In Law,9.5
Mor Bani Thanghat Kare,"Aditi Paul, Osman Mir",Bollywood Dance,Ram-Leela,9.3
Gore Gore Se,Alka Yagnik,Bollywood Dance,Hum Tum,9.4
Sanam Teri Kasam (Reprise),"Mohammed Irfan, Palak Muchhal",Bollywood Sad,Sanam Teri Kasam,9.4
School Ke Din,Sonu Nigam,Bollywood Dance,Always Kabhi Kabhi,9.6
Yeh Mera Prem Patra,Mohammed Rafi,Bollywood Romantic,Sangam,8.7
Jiska Koi Nahin,Manna Dey,Bollywood Motivational,Laawaris,8.8
Chalo Ek Bar Phir Se,Mahendra Kapoor,Bollywood Sad,Gumrah,9.5
Kab Ke Bichhde Hue,"Asha Bhosle, Kishore Kumar",Bollywood Romantic,Laawaris,8.4
Aaj Ibaadat,"Altamash Faridi, Javed Bashir, Shadab Faridi, Shashi Suman, Shreyas Puranik",Bollywood Devotional,Bajirao Mastani,9.5
Peepal Ke Patwa,"Jaspinder Narula, Sonu Nigam",Bollywood Dance,Sooryavansham,7.9
Pukarta Chala Hoon Main,Mohammed Rafi,Bollywood,Mere Sanam,9.4
Meri Bindiya Teri Nindiya,Lata Mangeshkar,Bollywood Romantic,Lamhe,9.0
Ranga Re,Shreya Ghoshal,Bollywood Dance,Tutak Tutak Tutiya,9.2
Kaun Kisi Ko Baandh Saka,Mohammed Rafi,Bollywood Dance,Kaalia,8.8
Dekhiye Aji Jaaneman,"Alka Yagnik, Udit Narayan",Bollywood Romantic,Kya Kehna,8.8
Jis Desh Mein Ganga Rehta Hai,Abhijeet,Bollywood Dance,Jis Desh Mein Rehta Hai,8.3
Kambal Ke Neeche,"Aaman Trikha, Aishwarya Majmudar, Neeti Mohan, Sanchita Bhattachayra",Bollywood Dance,Kaanchi,8.3
Maine Tere Liye,Mukesh,Bollywood Dance,Anand,9.4
Teri Zulfon Se Judai To,Mohammed Rafi,Bollywood Romantic,Jab Pyar Kisi Se Hota Hai,8.7
Salamat Rahe Dostana Hamara,"Kishore Kumar, Mohammed Rafi",Bollywood,Dostana,8.8
Humne Ghar Choda Hai,"Sadhana Sargam, Udit Narayan",Bollywood Romantic,Dil,8.3
Teri Bindiya Re,"Lata Mangeshkar, Mohammed Rafi",Bollywood Romantic,Abhimaan,9.0
Barbaad Raat,"Sanam Puri, Shalmali Kholgade",Bollywood Dance,Humshakals,9.0
Ghoonghat Ki Aadh Se,"Alka Yagnik, Kumar Sanu",Bollywood Romantic,Hum Hain Rahi Pyaar Ke,8.9
Chaska,Krishna Beura,Bollywood Dance,Badmaash Company,9.3
Megha Re Megha Re,"Ila Arun, Lata Mangeshkar",Bollywood Dance,Lamhe,8.6
Move Your Body Now,"Akriti Kakar, Hard Kaur, Shaan, Suhail",Bollywood Dance,Kismat Konnection,9.6
Humen Kash Tumse Mohabbat,Lata Mangeshkar,Bollywood Sad,Mughal-E-Azam,8.5
Manmarziyan,"Amit Trivedi, Shilpa Rao",Bollywood Romantic,Lootera,9.6
Bismillah,Anupam Amod,Bollywood Dance,Once Upon,8.8
Mohabbat Ke,"Himesh Reshammiya, Tulsi Kumar",Bollywood Dance,Aksar,9.2
Fatal Attraction,"Natalie Di Luccio, Salim Merchant",Bollywood Dance,Ladies Vs Ricky Bahl,9.5
Khol De Baahein,Monali Thakur,Bollywood Romantic,Meri Pyaari Bindu,9.3
Pehla Pehla Pyar,S.P. Balasubrahmanyam,Bollywood Romantic,Hum Aapke Hain Koun,8.8
Bhaage Re Mann,Sunidhi Chauhan,Bollywood Dance,Chameli,9.5
Yeh Tera Ghar Yeh Mera Ghar,Jagjit Singh,Bollywood,Saath Saath,9.1
Hai Re Hai Re,"Hema Sardesai, KK",Bollywood Dance,Khushi,9.3
Hum Laye Hain Toofan Se Kashti Nikal Ke,Mohammed Rafi,Bollywood Patriotic,Jagriti,9.1
Meri Aawargi,Himesh Reshammiya,Bollywood Dance,Good Boy Bad Boy,9.2
Ghum Shuda,Sonu Nigam,Bollywood Dance,Chalte Chalte,9.5
Ghar,"Mohit Chauhan, Nikhita Gandhi",Bollywood Sad,Jab Harry Met Sejal,9.7
Tera Rastaa Chodun Na,"Amitabh Bhattacharya, Anusha Mani",Bollywood Romantic,Chennai Express,9.3
Neela Aasman So Gaya,Amitabh Bachchan,Bollywood Romantic,Silsila,8.8
Mera Yaar Mila De,A.R. Rahman,Bollywood Sad,Saathiya,9.2
Sakhiya,Tulsi Kumar,Bollywood Dance,Bhool Bhulaiyaa,9.0
Dil Tadap Tadap Ke Kah Raha,"Lata Mangeshkar, Mukesh",Bollywood Romantic,Madhumati,9.2
Kaise Piya Se,Lata Mangeshkar,Bollywood Romantic,Bewafaa,8.7
Aaj Din Chadheya,Rahat Fateh Ali Khan,Bollywood Romantic,Love Aaj Kal,9.4
Jai Ho,Wajid,Bollywood Dance,Jai Ho,9.0
Kiss Me Baby – Title Song,Adnan Sami,Bollywood Dance,Garam Masala,9.4
Kehkasha Tu Meri,Shekhar Ravjiani,Bollywood Motivational,Akira,9.5
Raat Ke Dhai Baje,"Earl, Kunal Ganjawala, Rekha Bhardwaj, Suresh Wadkar",Bollywood Dance,Kaminey,9.5
Rama Re,"Shaan, Zubeen Garg",Bollywood,Kaante,9.3
Hairat,Lucky Ali,Bollywood Dance,Anjaana Anjaani,9.6
Hairat,Lucky Ali,Bollywood Dance,Anjaana Anjaani,9.6
Dukki Tikki,Mika Singh,Bollywood Dance,Raja Natwarlal,9.4
Ajib Dastan Hai Yeh,Lata Mangeshkar,Bollywood Dance,Dil Apna Aur Preet Parai,9.4
Shikayatein,Amit Trivedi,Bollywood Sad,Lootera,9.5
Genda Phool,"Rajat Dholakia, Shraddha Pandit, Sujata Majumdar, V.N. Mahathi",Bollywood Dance,Delhi-6,9.4
Laagi Laagi,"Himesh Reshammiya, Sunidhi Chauhan",Bollywood Romantic,Aksar,9.1
Rafu,Ronkini Gupta,Bollywood Dance,Tumhari Sulu,9.1
Saturday Saturday (Remix),"Akriti Kakar, Badshah, Indeep Bakshi, Toshi Sabri",Bollywood Dance,Humpty Sharma Ki Dulhania,9.0
Saajna (Unplugged),Falak Shabir,Bollywood Romantic,I Me Aur Mein,9.6
Jannatein Kahan,K.K.,Bollywood Dance,Jannat 2,9.7
Meri Zindagi Mein Ajnabee,"Kumar Sanu, Sunidhi Chauhan",Bollywood Romantic,Ajnabee,9.0
Mere Watan Mein Maine,"Alka Yagnik, Suresh Wadkar",Bollywood Dance,Khuda Gawah,8.3
Namak,"Rakesh Pandit, Rekha Bhardwaj",Bollywood Dance,Asoka,9.2
Tinka Tinka,Alisha Chinai,Bollywood Romantic,Karam,9.5
Main Chali,"Naresh Iyer, Shreya Ghoshal",Bollywood Dance,Force,9.5
Suhana Safar Aur Yeh Mausam,Mukesh,Bollywood Dance,Madhumati,9.3
Pal Pal… Har Pal,"Shreya Ghoshal, Sonu Nigam",Bollywood Romantic,Lage Raho Munna Bhai,9.3
Khoya Khoya Chand Khula Aasman,Mohammed Rafi,Bollywood Romantic,Kala Bazar,9.5
Ajab Leher Hai Meri,"Neeraj Shridhar, Rhys D'souza, Vishal Dadlani",Bollywood Dance,Break Up Ke Baad,9.4
Aaja Aaja …Yaad Sataye,"Kavita Krishnamurthy, Udit Narayan",Bollywood Romantic,Raja Babu,8.4
Jalebi Bai,Sunidhi Chauhan,Bollywood Dance,Double Dhammal,9.2
Desi Look (Remix),Kanika Kapoor,Bollywood Dance,Ek Paheli Leela,9.5
Meri Shaadi Karvado,"Sapna Awasthi Singh, Udit Narayan",Bollywood Dance,Jis Desh Mein Ganga Rehta Hai,8.8
Nazrein Milaana Nazrein Churaana,"Anupama Deshpande, Benny Dayal, Darshana, Naresh Iyer, Satish Chakravarthy, Swetha Bhargavee, Tanvi",Bollywood Dance,Jaane Tu Ya Jaane Na,9.6
Kabhi Main Kahon Kabhi Tu Kahe,"Hariharan, Lata Mangeshkar",Bollywood Romantic,Lamhe,9.0
Mangalayam,"K.K., Kunal, Shaan, Sreenivas",Bollywood Dance,Saathiya,9.6
Naina Mile,"A.R. Rahman, Suzanne D'Mello",Bollywood Dance,Robot,9.0
Phir Wahi,Arijit Singh,Bollywood Sad,Jagga Jasoos,9.5
Kahin Deep Jale Kahin Dil,Lata Mangeshkar,Bollywood Sad,Bees Saal Baad,9.1
I Feel Good,"Shilpa Rao, Vishal Dadlani",Bollywood Dance Romantic,Anjaana Anjaani,9.5
Mere Bhaiyaa Mere Chanda,Asha Bhosle,Bollywood,Kaajal,8.6
Taiyabali Pyar Ka Dushman,Javed Ali,Bollywood Dance,Once Upon A Time In Mumbaai Dobara,8.8
Kahe Paise Pe,Kishore Kumar,Bollywood Dance,Laawaris,8.3
Muskaanein Jhooti Hai,Suman Sridhar,Bollywood Romantic,Talaash,9.5
Main Naa Bhoolunga I,"Lata Mangeshkar, Mukesh",Bollywood Romantic,Roti Kapada Aur Makaan,8.4
Allah Hafiz,K.K.,Bollywood Dance,Bhool Bhulaiyaa,9.5
20-20,"Anu Malik, Mamta Sharma, Shadaab",Bollywood Dance,Welcome Back,7.5
Des Mere Des,"A.R. Rahman, Sukhwinder Singh",Bollywood Patriotic,The Legend Of Bhagat Singh,9.7
Besharmi Ki Height (Remix),"Benny Dayal, Shalmali Kholgade",Bollywood Dance,Main Tera Hero,9.3
Moh Moh Ke Dhaage (Female),Monali Thakur,Bollywood Romance,Dum Laga Ke Haisha,9.2
Kharaa Kharaa,Sonu Kakkar,Bollywood Romance,Fever,9.5
De Di Azadi Hamen Bina,Asha Bhosle,Bollywood Patriotic,Jagriti,8.7
Tum Ladki Ho,"Lata Mangeshkar, S.P. Balasubrahmanyam, Shailendra Singh, Usha Mangeshkar",Bollywood,Maine Pyar Kiya,9.0
Katiya Karun,Harshdeep Kaur,Bollywood Dance,Rockstar,9.3
Lakhon Hain Nigahon Mein,Mohammed Rafi,Bollywood Dance,Phir Wohi Dil Laya Hoon,9.2
Arziyan,"Javed Ali, Kailash Kher",Bollywood,Delhi-6,9.7
Jaadu Tone Waaliyan,Shabab Sabri,Bollywood Dance,Daawat e Ishq,9.0
Junooniyat,"Falak Shabir, Meet Bros",Bollywood Romantic,Sanam Re,9.7
Tamma Tamma Loge,"Anuradha Paudwal, Bappi Lahiri",Bollywood Dance,Thanedaar,8.7
Chhote Chhote Peg (Remix),"Navraj Hans, Neha Kakkar, Yo Yo Honey Singh",Bollywood Dance,Sonu Ke Titu Ki Sweety,9.2
Mehfil Mein Bar Bar,"Alka Yagnik, Kumar Sanu",Bollywood Dance,Soldier,9.2
O Soniye Dil Jaaniye,"Alka Yagnik, Kumar Sanu, Sonu Nigam",Bollywood Romantic,Kya Kehna,8.8
Dil Mera Churaya Kyun,Kumar Sanu,Bollywood Sad,Akele Hum Akele Tum,9.3
Ooee Baba,"Abhijeet, Alka Yagnik, Sapna Mukherjee",Bollywood Dance,Judaai,8.7
Mera Dil Bhi Kitna Pagal Hai,"Alka Yagnik, Kumar Sanu, S.P. Balasubrahmanyam",Bollywood Romantic,Saajan,9.0
Fitoori,"Aishwarya Bhandari, Ganesh Chandanshive, Vaishali Bhaisne",Bollywood Dance,Bajirao Mastani,9.4
Small Town Girl,"Himani Kapoor, Shekhar Ravjiani, Sukhwinder Singh",Bollywood Dance,Bachna Ae Haseeno,9.3
Do Pal,"Lata Mangeshkar, Sonu Nigam",Bollywood Romantic Sad,Veer Zaara,9.4
Har Ek Friend Kamina Hota Hai,Sonu Nigam,Bollywood Dance,Chashme Baddoor,9.6
Jab Se Tumko Dekha,"Asha Bhosle, Kishore Kumar",Bollywood Romantic,Kaalia,8.8
Lamha Lamha,Abhijeet,Bollywood Romance,Gangster,9.4
Raat Baaqi Baat Baaqi,"Asha Bhosle, Bappi Lahiri, Basavalingaiah Hiremath, Shashi Kapoor",Bollywood Dance,Namak Halaal,9.0
Raat Baaqi Baat Baaqi,"Asha Bhosle, Bappi Lahiri, Basavalingaiah Hiremath, Shashi Kapoor",Bollywood Dance,Namak Halaal,9.0
Aankhon Mein Neendein,"Rahat Fateh Ali Khan, Shankar Mahadevan, Shreya Ghoshal",Bollywood Romantic,We Are Family,9.6
Tumsa Nahin Dekha,Mohammed Rafi,Bollywood Romantic,Tumsa Nahin Dekha,9.4
Hey Ooi Amma Ooi Amma,Poornima,Bollywood Dance,Raja Babu,8.6
Jaage Hain,"A.R. Rahman, K. S. Chithra",Bollywood Sad,Guru,9.5
Koi Jab Tumhara Hriday Tod De,Mukesh,Bollywood Sad,Purab Aur Pachim,9.1
Mashallah (Remix),"Shreya Ghoshal, Wajid",Bollywood Dance,Ek Tha Tiger,8.9
Mere Khwabon Mein Jo Aaye,Alka Yagnik,Bollywood Dance,Soldier,8.6
Chali Kahani,"Haricharan, Haripriya, Sukhwinder Singh",Bollywood Dance,Tamasha,9.5
Saddi Dilli,Millind Gaba,Bollywood Dance,Dilliwaali Zaalim Girlfriend,9.6
Dum Dum,"Romy, Vivek Hariharan",Bollywood Romantic,Phillauri,9.5
Dil Ko Aaya Sukoon,"Hiral Brahmbhatt, Rahat Fateh Ali Khan",Bollywood,Rangrezz,9.3
Kya Tujhe Ab Ye Dil Bataye,Falak Shabir,Bollywood Romantic,Sanam Re,9.7
Rabba Meray Haal Da Mehram Tu,"Amit Mishra, Sumeet Anand",Bollywood Devotional,Guest In London,9.3
Woh Lamhe Woh Baatein,Atif Aslam,Bollywood Sad,Zeher,9.4
Chot Dil Pe Lagi,"Alisha Chinai, Kumar Sanu",Bollywood Romantic,Ishq Vishk,9.3
Lagi Aaj Sawan Ki,"Anupama Deshpande, Suresh Wadkar",Bollywood Romantic,Chandni,8.7
Pyaar Ki Ek Kahani,"Shreya Ghosal, Sonu Nigam",Bollywood Dance Romantic,Krrish,9.3
Tip Tip Barsa Pani,"Alka Yagnik, Udit Narayan",Bollywood Dance,Mohra,8.3
Tujhko Mera Pyar Pukare,"Asha Bhosle, Mahendra Kapoor",Bollywood Romantic,Gumrah,8.4
Talli,"Anmol Malik, Hard Kaur, Mika Singh",Bollywood Dance,Ugly Aur Pagli,9.2
Tonight,Suman Sridhar,Bollywood Romantic,Love Ka The End,9.2
Ayaashi,K.K.,Bollywood Dance,Badmaash Company,9.4
Ishqe Di Lat,Ankit Tiwari,Bollywood Romantic,Junooniyat,9.4
Saawan Ke Jhoolon Ne,Mohammad Aziz,Bollywood Dance,Nigahen,8.1
Pyar Ho (Redux),Sunidhi Chauhan,Bollywood,Munna Michael,9.4
Neela Dupatta,"Abhijeet, Alka Yagnik",Bollywood Dance,Hameshaa,8.7
Aap Yun Hi Agar Humse Milte Rahe,"Asha Bhosle, Mohammed Rafi",Bollywood Romantic,Ek Musafir Ek Hasina,9.1
Dil Jo Na Keh Saka,"Shail Hada, Shreya Ghoshal",Bollywood Sad,Dil Jo Na Keh Saka,8.6
Aankhon Ki Gustakhiyan Maaf Ho,"Karsan Sangathia, Kavita Krishnamurthy",Bollywood Romantic,Hum Dil De Chuke Sanam,8.3
Meher Hai Rab Di,"Khushhboo Grewal, Mika Singh",Bollywood Dance,Welcome To New York,9.0
Tere Ghar Ke Samne,"Lata Mangeshkar, Mohammed Rafi",Bollywood Dance,Tere Ghar Ke Samne,8.1
Inteha Ho Gayi Intezaar Ki,"Asha Bhosle, Bappi Lahiri",Bollywood Sad,Sharaabi,9.0
Dil Ka Koi Tukda,"Hariharan, Kavita Krishnamurthy",Bollywood Sad,Kya Kehna,9.3
Dhadkane Saansein Jawani,"Anuradha Paudwal, Pankaj Udhas",Bollywood Dance,Beta,7.8
Dil Tera Diwana,"Lata Mangeshkar, Mohammed Rafi",Bollywood Romantic,Dil Tera Deewana,9.0
Ek Lo Ek Muft,Bappi Lahiri,Bollywood Dance,Guru,9.1
Maine Pyar Kiya,S.P. Balasubrahmanyam,Bollywood Dance,Maine Pyar Kiya,8.6
Chaar Dina Ki,"Imran Khan, Pankaj Kapur, Prem Dehati",Bollywood Dance,Matru Ki Bijlee Ka Mandola,8.8
Piya Tu Ab To Aaja,Asha Bhosle,Bollywood Dance,Caravaan,9.1
Tu Meri (Remix),Vishal Dadlani,Bollywood Dance,Bang bang,9.3
Kitne Bhi Tu Karle Sitam,Asha Bhosle,Bollywood Sad,Sanam Teri Kasam,8.9
Jab Mila Tu,Vishal Dadlani,Bollywood Romantic,I Hate Luv Storys,9.7
O Mere Majhi Mere Sajan Hai,S. D. Burman,Bollywood Sad,Bandini,9.2
Churao Na Dil,"Kavita Krishnamurthy, Udit Narayan",Bollywood Romantic,Deewane,9.1
Mujhe Raat Din Bas,Sonu Nigam,Bollywood Romantic,Sangharsh,9.3
Main Nai Jaana Pardes,Shafqat Amanat Ali,Bollywood Sad,Tevar,9.5
Chikini Chameli (Remix),Shreya Ghoshal,Bollywood Dance,Agneepath,9.0
Jane Na Nazar Pehchane Jigar,"Lata Mangeshkar, Mukesh",Bollywood Romantic,Aah,9.0
Tu Mohabbat Hai,"Atif Aslam, Monali Thakur",Bollywood Romantic,Tere Naal Love Ho Gaya,9.6
O Re Khuda,"Adnan Sami, Javed Basheer",Bollywood Romantic,Rush,9.4
Sar Se Sarke,"Kishore Kumar, Lata Mangeshkar",Bollywood Romantic,Silsila,8.7
Humko Tumse Ho Gaya Hai Pyar,"Kishore Kumar, Lata Mangeshkar, Mohammed Rafi, Mukesh",Bollywood Dance,Amar Akbar Anthony,8.7
Dhik Ta Na Na – Duet,"Poornima, Udit Narayan",Bollywood Romantic,Laadla,8.9
Jaane Kahan Mera Jigar Gaya Ji,"Geeta Dutt, Mohammed Rafi",Bollywood Romantic,Mr. and Mrs. 55,9.5
Chaar Shanivaar,"Armaan Malik, Badshah, Vishal Dadlani",Bollywood Dance,All is Well,8.9
Dancing Jodi,"Labh Janjua, Sunidhi Chauhan",Bollywood Dance,Rab Ne Bana Di Jodi,9.3
Tera Bemar Mera Dil,"Kavita Krishnamurthy, Mohammad Aziz",Bollywood Dance,Chaalbaaz,8.8
Ishq Ki Galee,"Jayesh Gandhi, Rahat Fateh Ali Khan",Bollywood Sad,Bollywood HeightsMilenge Milenge,8.8
Piya Piya O Piya,"Pinky, Prashant, Preeti",Bollywood Dance,Har Dil Jo Pyar Karega,9.3
Tune Bechain Itna Ziada Kiya,"Anuradha Paudwal, Mohammad Aziz",Bollywood Romantic,Nagina,7.8
Rozaana,Salim Merchant,Bollywood Romantic,Love Breakups Zindagi,9.6
